date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,peTTM,pbMRQ,pe_rank,pe_rank_percentile
2009-04-03,sz.000516,0.81736325,0.827211,0.79766775,0.80303925,0.8146775,3700426.0,33462917.96,2,3.327033,1,-1.4286,0,19.245614,2.288446,49,98.0
2009-04-07,sz.000516,0.8039345,0.8290015,0.7967725,0.805725,0.80303925,3591334.0,32484383.88,2,3.228949,1,0.3344,0,19.30998,2.2961,49,98.0
2009-04-08,sz.000516,0.809306,0.8397445,0.7967725,0.8146775,0.805725,6306350.0,57742998.26,2,5.670005,1,1.1111,0,19.524536,2.321612,51,102.0
2009-04-09,sz.000516,0.809306,0.82363,0.78334375,0.81736325,0.8146775,3860513.0,34772388.58,2,3.470966,1,0.3297,0,19.588902,2.329266,51,102.0
2009-04-10,sz.000516,0.82273475,0.898831,0.8146775,0.88361175,0.81736325,5896422.0,57314713.63,2,5.301441,1,8.1051,0,21.176612,2.518056,51,102.0
2009-04-13,sz.000516,0.88540225,0.9221075,0.8683925,0.891669,0.88361175,4080778.0,40866695.97,2,3.669006,1,0.9119,0,21.369712,2.541017,51,102.0
2009-04-14,sz.000516,0.8898785,0.902412,0.86570675,0.89077375,0.891669,3293915.0,32407591.13,2,2.961541,1,-0.1004,0,21.348256,2.538466,50,100.0
2009-04-15,sz.000516,0.8862975,0.93553625,0.877345,0.9221075,0.89077375,7722449.0,78606795.2,2,6.943212,1,3.5176,0,22.0992,2.627758,51,102.0
2009-04-16,sz.000516,0.92658375,0.984775,0.91405025,0.9614985,0.9221075,6318914.0,66747507.53,2,5.681302,1,4.2718,0,23.043243,2.740012,51,102.0
2009-04-17,sz.000516,0.9614985,1.056395,0.9614985,1.01073725,0.9614985,10238291.0,115580189.5,2,9.205192,1,5.121,0,24.223298,2.880329,51,102.0
2009-04-20,sz.000516,1.013423,1.1119005,1.013423,1.1119005,1.01073725,10758465.0,130636550.56,2,9.672878,1,10.0089,0,26.647773,3.168617,51,102.0
2009-04-27,sz.000516,1.11995775,1.1512915,1.05191875,1.05191875,1.1119005,7962417.0,97011356.96,2,7.158966,1,-5.3945,0,29.975505,2.817762,51,102.0
2009-04-28,sz.000516,1.05191875,1.131596,1.05012825,1.124434,1.05191875,5064986.0,61578185.19,2,4.553902,1,6.8936,0,32.041902,3.012008,51,102.0
2009-04-29,sz.000516,1.11100525,1.14502475,1.0868335,1.120853,1.124434,4715510.0,58395859.52,2,4.23969,1,-0.3185,0,31.939858,3.002416,50,100.0
2009-04-30,sz.000516,1.1262245,1.2264925,1.124434,1.21306375,1.120853,6542649.0,87403112.12,2,5.882461,1,8.2268,0,34.567498,3.249419,51,102.0
2009-05-04,sz.000516,1.2121685,1.2587215,1.2085875,1.256931,1.21306375,5847461.0,80277591.77,2,5.257421,1,3.6162,0,35.81754,3.366926,51,102.0
2009-05-05,sz.000516,1.2443975,1.2873695,1.22738775,1.264093,1.256931,5403543.0,75442278.9,2,4.858296,1,0.5698,0,36.021629,3.386111,51,102.0
2009-05-06,sz.000516,1.25335,1.2873695,1.23992125,1.24887375,1.264093,4490640.0,63357428.6,2,4.03751,1,-1.204,0,35.587941,3.345343,49,98.0
2009-05-07,sz.000516,1.25335,1.27035975,1.199635,1.260512,1.24887375,5664573.0,77885174.99,2,5.092987,1,0.9319,0,35.919584,3.376519,50,100.0
2009-05-08,sz.000516,1.2443975,1.2551405,1.21843525,1.231864,1.260512,2634793.0,36448621.29,2,2.368928,1,-2.2727,0,35.10323,3.299779,47,94.0
2009-05-11,sz.000516,1.22201625,1.25245475,1.199635,1.199635,1.231864,2671796.0,36540950.86,2,2.402197,1,-2.6163,0,34.184832,3.213448,45,90.0
2009-05-12,sz.000516,1.20769225,1.25066425,1.199635,1.25066425,1.199635,3397495.0,46852293.13,2,3.054669,1,4.2537,0,35.638963,3.350139,48,96.0
2009-05-13,sz.000516,1.2443975,1.260512,1.21754,1.2515595,1.25066425,3423126.0,47636452.21,2,3.077714,1,0.0716,0,35.664474,3.352538,48,96.0
2009-05-14,sz.000516,1.23634025,1.249769,1.2264925,1.246188,1.2515595,2117931.0,29262949.0,2,1.90422,1,-0.4292,0,35.511407,3.338149,45,90.0
2009-05-15,sz.000516,1.246188,1.314227,1.235445,1.2873695,1.246188,4815211.0,69189142.93,2,4.32933,1,3.3046,0,36.684917,3.448461,51,102.0
2009-05-18,sz.000516,1.28826475,1.28916,1.235445,1.26677875,1.2873695,3166741.0,44400582.03,2,2.8472,1,-1.5994,0,36.098162,3.393305,50,100.0
2009-05-19,sz.000516,1.2730455,1.278417,1.2515595,1.25424525,1.26677875,3088136.0,43478695.28,2,2.776526,1,-0.9894,0,35.741007,3.359732,46,92.0
2009-05-21,sz.000516,1.2623025,1.2623025,1.1978445,1.20590175,1.25424525,4012180.0,54792828.29,2,3.607329,1,-3.8544,0,34.363409,3.230235,39,78.0
2009-05-22,sz.000516,1.19873975,1.2336545,1.19873975,1.22559725,1.20590175,1873799.0,25496155.54,2,1.684723,1,1.6333,0,34.924653,3.282993,40,80.0
2009-05-25,sz.000516,1.178149,1.22738775,1.178149,1.22201625,1.22559725,1590870.0,21320034.61,2,1.430343,1,-0.2922,0,34.822609,3.2734,39,78.0
2009-05-26,sz.000516,1.22380675,1.2336545,1.2085875,1.228283,1.22201625,1998236.0,27239393.57,2,1.796603,1,0.5128,0,35.001186,3.290187,40,80.0
2009-05-27,sz.000516,1.264093,1.3231795,1.264093,1.296322,1.228283,7253346.0,105074870.38,2,6.521542,1,5.5394,0,36.940027,3.472442,51,102.0
2009-06-01,sz.000516,1.30258875,1.3088555,1.25603575,1.2802075,1.296322,4282072.0,61103400.39,2,3.850045,1,-1.2431,0,36.480828,3.429277,49,98.0
2009-06-02,sz.000516,1.2802075,1.28826475,1.256931,1.271255,1.2802075,2922616.0,41487526.62,2,2.627748,1,-0.6993,0,36.225717,3.405296,48,96.0
2009-06-03,sz.000516,1.2766265,1.2945315,1.25961675,1.2837885,1.271255,3810172.0,54234416.19,2,3.425756,1,0.9859,0,36.582872,3.438869,49,98.0
2009-06-04,sz.000516,1.28826475,1.2909505,1.2264925,1.239026,1.2837885,4781276.0,66908041.46,2,4.298884,1,-3.4868,0,35.307319,3.318964,37,74.0
2009-06-05,sz.000516,1.2264072,1.25706738,1.19213994,1.19574702,1.23903198,5762150.0,38753098.02,2,2.590398,1,-3.4934,0,33.827677,3.179875,29,58.0
2009-06-08,sz.000516,1.1903364,1.1903364,1.14164082,1.15065852,1.19574702,5600108.0,35966288.25,2,2.517551,1,-3.7707,0,32.552123,3.05997,28,56.0
2009-06-09,sz.000516,1.14164082,1.19394348,1.14164082,1.19394348,1.15065852,4076386.0,26212979.98,2,1.832556,1,3.7618,0,33.776655,3.175079,28,56.0
2009-06-10,sz.000516,1.19574702,1.22099658,1.15787268,1.22099658,1.19394348,5954129.0,39820318.0,2,2.676703,1,2.2659,0,34.541987,3.247021,31,62.0
2009-06-11,sz.000516,1.22099658,1.25526384,1.2173895,1.23362136,1.22099658,8323392.0,57026145.31,2,3.741814,1,1.034,0,34.899142,3.280595,33,66.0
2009-06-12,sz.000516,1.22460366,1.22460366,1.1632833,1.17049746,1.23362136,5103866.0,33794568.83,2,2.294463,1,-5.117,0,33.113367,3.112728,25,50.0
2009-06-15,sz.000516,1.16689038,1.18853286,1.16147976,1.1813187,1.17049746,2699913.0,17589842.05,2,1.213757,1,0.9245,0,33.4195,3.141505,25,50.0
2009-06-16,sz.000516,1.17590808,1.17771162,1.15065852,1.16508684,1.1813187,2644389.0,17067981.11,2,1.188796,1,-1.374,0,32.960301,3.098339,23,46.0
2009-06-17,sz.000516,1.15967622,1.17771162,1.15787268,1.17410454,1.16508684,2534350.0,16457888.78,2,1.139327,1,0.774,0,33.215411,3.12232,24,48.0
2009-06-18,sz.000516,1.16869392,1.1813187,1.16147976,1.17590808,1.17410454,3790482.0,24588363.96,2,1.704026,1,0.1536,0,33.266433,3.127117,24,48.0
2009-06-19,sz.000516,1.17590808,1.18312224,1.1542656,1.16147976,1.17590808,5087071.0,32834424.06,2,2.286913,1,-1.227,0,32.858256,3.088747,20,40.0
2009-06-22,sz.000516,1.16508684,1.17049746,1.14885498,1.15787268,1.16147976,3617235.0,23207763.8,2,1.626143,1,-0.3106,0,32.756212,3.079155,19,38.0
2009-06-23,sz.000516,1.15787268,1.27329924,1.15787268,1.27329924,1.15787268,25014212.0,172837952.11,2,11.245239,1,9.9688,0,36.021629,3.386111,45,90.0
2009-06-24,sz.000516,1.262478,1.262478,1.22821074,1.2444426,1.27329924,12825127.0,88412266.37,2,5.765587,1,-2.2663,0,35.205275,3.309372,35,70.0
2009-06-25,sz.000516,1.24985322,1.35085146,1.24985322,1.32379836,1.2444426,20396119.0,149644154.26,2,9.169157,1,6.3768,0,37.450249,3.520404,51,102.0
2009-06-26,sz.000516,1.3256019,1.45365324,1.30035234,1.43742138,1.32379836,23836962.0,184214743.98,2,10.716002,1,8.5831,0,40.664643,3.822564,51,102.0
2009-06-29,sz.000516,1.442832,1.533009,1.41397536,1.42118952,1.43742138,29585863.0,243344999.87,2,13.300444,1,-1.1292,0,40.205444,3.779399,50,100.0
2009-06-30,sz.000516,1.41758244,1.47709926,1.31838774,1.4608674,1.42118952,17412699.0,135598204.75,2,7.827949,1,2.7919,0,41.327931,3.884915,51,102.0
2009-07-01,sz.000516,1.44102846,1.4789028,1.42118952,1.44102846,1.4608674,11319144.0,90979416.7,2,5.088567,1,-1.358,0,40.766687,3.832157,50,100.0
2009-07-02,sz.000516,1.43561784,1.4698851,1.40315412,1.4157789,1.44102846,10567617.0,83543535.52,2,4.750715,1,-1.7522,0,40.052378,3.76501,47,94.0
2009-07-03,sz.000516,1.4157789,1.4157789,1.3706904,1.39413642,1.4157789,9265132.0,71135889.61,2,4.165177,1,-1.5287,0,39.440112,3.707456,46,92.0
2009-07-07,sz.000516,1.39413642,1.43561784,1.37790456,1.40856474,1.39413642,8129171.0,63501167.12,2,3.654501,1,1.034928,0,39.848289,3.745825,46,92.0
2009-07-08,sz.000516,1.38692226,1.41758244,1.36888686,1.38511872,1.40856474,6493918.0,49862739.98,2,2.919367,1,-1.6645,0,39.185001,3.683475,44,88.0
2009-07-09,sz.000516,1.38511872,1.41217182,1.36888686,1.41036828,1.38511872,9801907.0,75466135.2,2,4.406487,1,1.8229,0,39.899311,3.750621,46,92.0
2009-07-10,sz.000516,1.41036828,1.42840368,1.3887258,1.41217182,1.41036828,9135964.0,71247734.69,2,4.107109,1,0.1279,0,39.950333,3.755418,46,92.0
2009-07-13,sz.000516,1.41397536,1.5059559,1.41397536,1.4879205,1.41217182,16542332.0,134670103.59,2,7.436672,1,5.364,0,42.093263,3.956858,51,102.0
2009-07-14,sz.000516,1.4879205,1.51677714,1.47168864,1.50775944,1.4879205,12902171.0,106799041.98,2,5.800223,1,1.3333,0,42.654507,4.009616,51,102.0
2009-07-15,sz.000516,1.50775944,1.50956298,1.47349218,1.48070634,1.50775944,10414995.0,85729717.9,2,4.682103,1,-1.7943,0,41.889174,3.937673,49,98.0
2009-07-16,sz.000516,1.48070634,1.54383024,1.48070634,1.50775944,1.48070634,14776557.0,124338311.97,2,6.642861,1,1.827,0,42.654507,4.009616,51,102.0
2009-07-17,sz.000516,1.50415236,1.53120546,1.4518497,1.47709926,1.50775944,9274436.0,76343097.28,2,4.16936,1,-2.0335,0,41.78713,3.928081,47,94.0
2009-07-20,sz.000516,1.4879205,1.49513466,1.45726032,1.4789028,1.47709926,7268722.0,59446394.15,2,3.267683,1,0.1221,0,41.838152,3.932877,47,94.0
2009-07-21,sz.000516,1.48250988,1.5149736,1.45726032,1.46447448,1.4789028,8860476.0,73058110.8,2,3.983263,1,-0.9756,0,41.429975,3.894507,45,90.0
2009-07-22,sz.000516,1.46267094,1.50775944,1.46267094,1.4969382,1.46447448,8989008.0,74084400.1,2,4.041045,1,2.2167,0,42.348374,3.980839,49,98.0
2009-07-23,sz.000516,1.51136652,1.53841962,1.49152758,1.50415236,1.4969382,15431373.0,129766141.59,2,6.937236,1,0.4819,0,42.552462,4.000023,49,98.0
2009-07-24,sz.000516,1.5059559,1.5059559,1.45726032,1.47168864,1.50415236,9736660.0,79574132.66,2,4.377155,1,-2.1583,0,41.634064,3.913692,43,86.0
2009-07-27,sz.000516,1.48070634,1.4879205,1.46447448,1.47709926,1.47168864,7219521.0,59109928.18,2,3.245565,1,0.3676,0,41.78713,3.928081,44,88.0
2009-07-28,sz.000516,1.48070634,1.49333112,1.46267094,1.49333112,1.47709926,7808479.0,63967436.28,2,3.510333,1,1.0989,0,42.246329,3.971246,47,94.0
2009-07-29,sz.000516,1.4969382,1.52759838,1.352655,1.4338143,1.49333112,13154124.0,108643941.47,2,5.913489,1,-3.9855,0,40.562599,3.812972,36,72.0
2009-07-30,sz.000516,1.4338143,1.46627802,1.3616727,1.41036828,1.4338143,8532854.0,66383446.65,2,3.835979,1,-1.6352,0,39.899311,3.750621,32,64.0
2009-07-31,sz.000516,1.4247966,1.4518497,1.3977435,1.442832,1.41036828,5676071.0,44749276.04,2,2.551701,1,2.3018,0,40.81771,3.836953,38,76.0
2009-08-03,sz.000516,1.45726032,1.45726032,1.42660014,1.44102846,1.442832,5342700.0,42659148.26,2,2.401832,1,-0.125,0,40.766687,3.832157,37,74.0
2009-08-04,sz.000516,1.45365324,1.45365324,1.3977435,1.42118952,1.44102846,7216798.0,56698643.49,2,3.244341,1,-1.3767,0,40.205444,3.779399,33,66.0
2009-08-05,sz.000516,1.4157789,1.45906386,1.40315412,1.44824262,1.42118952,6368894.0,50732971.74,2,2.863162,1,1.9036,0,40.970776,3.851341,38,76.0
2009-08-06,sz.000516,1.45726032,1.59252582,1.442832,1.59252582,1.44824262,39732226.0,342920173.5,2,17.861782,1,9.9626,0,45.052547,4.235037,51,102.0
2009-08-07,sz.000516,1.59252582,1.59252582,1.4969382,1.50775944,1.59252582,22629451.0,194406184.44,2,10.173161,1,-5.3228,0,42.654507,4.009616,50,100.0
2009-08-10,sz.000516,1.5239913,1.5420267,1.47529572,1.50234882,1.50775944,10714117.0,89600919.58,2,4.816574,1,-0.3589,0,42.50144,3.995227,46,92.0
2009-08-11,sz.000516,1.50234882,1.51677714,1.48070634,1.5059559,1.50234882,5333453.0,44172514.54,2,2.397675,1,0.2401,0,42.603484,4.00482,47,94.0
2009-08-12,sz.000516,1.50054528,1.50054528,1.3977435,1.4067612,1.5059559,8834908.0,70284872.38,2,3.971768,1,-6.5868,0,39.797267,3.741029,21,42.0
2009-08-13,sz.000516,1.41217182,1.43201076,1.35626208,1.38151164,1.4067612,5675647.0,43449021.19,2,2.55151,1,-1.7949,0,39.082957,3.673882,18,36.0
2009-08-14,sz.000516,1.37249394,1.3797081,1.26608508,1.27329924,1.38151164,7214321.0,52431462.22,2,3.243227,1,-7.8329,0,36.021629,3.386111,16,32.0
2009-08-17,sz.000516,1.26608508,1.26608508,1.14885498,1.14885498,1.27329924,5610807.0,37194689.84,2,2.522361,1,-9.7734,0,32.501101,3.055174,2,4.0
2009-08-18,sz.000516,1.14885498,1.2264072,1.13803374,1.2083718,1.14885498,4974365.0,32461341.3,2,2.236246,1,5.1805,0,34.184832,3.213448,11,22.0
2009-08-19,sz.000516,1.21197888,1.23001428,1.1542656,1.16689038,1.2083718,4323297.0,28630411.99,2,1.943556,1,-3.4328,0,33.011323,3.103136,6,12.0
2009-08-20,sz.000516,1.16689038,1.22821074,1.16689038,1.22099658,1.16689038,3517769.0,23355830.58,2,1.581427,1,4.6368,0,34.541987,3.247021,12,24.0
2009-08-21,sz.000516,1.21378242,1.262478,1.1993541,1.25887092,1.22099658,5189335.0,35567680.56,2,2.332886,1,3.1019,0,35.613452,3.347741,14,28.0
2009-08-24,sz.000516,1.2534603,1.3075665,1.24804968,1.29674526,1.25887092,5080810.0,36307995.32,2,2.284099,1,3.0086,0,36.684917,3.448461,16,32.0
2009-08-25,sz.000516,1.29494172,1.29494172,1.22099658,1.26428154,1.29674526,5224735.0,36346131.23,2,2.348801,1,-2.5035,0,35.766518,3.36213,13,26.0
2009-08-26,sz.000516,1.26428154,1.35085146,1.24624614,1.34904792,1.26428154,6014018.0,43379444.09,2,2.703626,1,6.7047,0,38.164558,3.587551,17,34.0
2009-08-27,sz.000516,1.35445854,1.3616727,1.30937004,1.33101252,1.34904792,6397285.0,47507757.86,2,2.875925,1,-1.3369,0,31.576699,3.528551,2,4.0
2009-08-28,sz.000516,1.33281606,1.33281606,1.26969216,1.28592402,1.33101252,3435639.0,24578462.91,2,1.544505,1,-3.3875,0,30.507028,3.40902,2,4.0
2009-08-31,sz.000516,1.26428154,1.26428154,1.19394348,1.20115764,1.28592402,3453926.0,23414103.15,2,1.552726,1,-6.5919,0,28.496046,3.184302,2,4.0
2009-09-01,sz.000516,1.19574702,1.23362136,1.18492578,1.20476472,1.20115764,1897558.0,12737173.41,2,0.853055,1,0.3003,0,28.581619,3.193864,3,6.0
2009-09-02,sz.000516,1.20476472,1.25165676,1.1903364,1.24804968,1.20476472,2615412.0,17607216.52,2,1.175769,1,3.5928,0,29.608504,3.308614,4,8.0
2009-09-03,sz.000516,1.29313818,1.3165842,1.23903198,1.30576296,1.24804968,6302075.0,45270970.45,2,2.833123,1,4.6243,0,30.977683,3.461613,6,12.0
2009-09-04,sz.000516,1.30395942,1.3706904,1.28412048,1.33822668,1.30576296,8900344.0,65838762.81,2,4.001185,1,2.4862,0,31.747847,3.547675,8,16.0
2009-09-07,sz.000516,1.35806562,1.36708332,1.31117358,1.31297712,1.33822668,13609712.0,100947623.58,2,6.118301,1,-1.8868,0,31.148831,3.480738,7,14.0
2009-09-08,sz.000516,1.2895311,1.3346196,1.26428154,1.32379836,1.31297712,11840573.0,85304034.12,2,5.322977,1,0.8242,0,31.405552,3.509426,8,16.0
2009-09-09,sz.000516,1.3256019,1.3256019,1.28412048,1.29674526,1.32379836,8986364.0,64657257.05,2,4.039856,1,-2.0436,0,30.763749,3.437707,6,12.0
2009-09-10,sz.000516,1.30215588,1.31297712,1.28231694,1.2895311,1.29674526,3971251.0,28516953.72,2,1.785292,1,-0.5563,0,30.592601,3.418582,6,12.0
2009-09-11,sz.000516,1.2895311,1.31117358,1.2805134,1.30576296,1.2895311,6627501.0,47887119.31,2,2.97942,1,1.2587,0,30.977683,3.461613,9,18.0
2009-09-14,sz.000516,1.31838774,1.35626208,1.31297712,1.34544084,1.30576296,11982908.0,88665166.38,2,5.386964,1,3.0387,0,31.918994,3.5668,14,28.0
2009-09-15,sz.000516,1.34904792,1.36347624,1.3256019,1.34904792,1.34544084,11379086.0,84898532.36,2,5.115514,1,0.2681,0,32.004568,3.576363,15,30.0
2009-09-16,sz.000516,1.34904792,1.38511872,1.33101252,1.37790456,1.34904792,20230471.0,153068683.08,2,9.094689,1,2.139,0,32.689157,3.652863,17,34.0
2009-09-17,sz.000516,1.38511872,1.43742138,1.37249394,1.41758244,1.37790456,22814542.0,178013807.16,2,10.256369,1,2.8796,0,33.630468,3.75805,19,38.0
2009-09-18,sz.000516,1.442832,1.4518497,1.33101252,1.34904792,1.41758244,16645887.0,128629386.2,2,7.483225,1,-4.8346,0,32.004568,3.576363,16,32.0
2009-09-21,sz.000516,1.3346196,1.3797081,1.29313818,1.37610102,1.34904792,10540946.0,78227556.38,2,4.738725,1,2.0053,0,32.646371,3.648081,18,36.0
2009-09-22,sz.000516,1.37429748,1.40315412,1.352655,1.35445854,1.37610102,14456122.0,110685307.12,2,6.498808,1,-1.5727,0,32.132928,3.590707,17,34.0
2009-09-23,sz.000516,1.352655,1.36708332,1.2444426,1.27690632,1.35445854,9820131.0,70825160.81,2,4.414679,1,-5.7257,0,30.293093,3.385113,5,10.0
2009-09-24,sz.000516,1.262478,1.30215588,1.2354249,1.26608508,1.27690632,5922717.0,41789043.7,2,2.662581,1,-0.8475,0,30.036372,3.356426,5,10.0
2009-09-25,sz.000516,1.26788862,1.2895311,1.25887092,1.26428154,1.26608508,3716287.0,26196710.31,2,1.670672,1,-0.1425,0,29.993585,3.351645,5,10.0
2009-09-28,sz.000516,1.2985488,1.32379836,1.23722844,1.24624614,1.26428154,6359564.0,45111485.26,2,2.858968,1,-1.4265,0,29.565717,3.303833,4,8.0
2009-09-29,sz.000516,1.24083552,1.25526384,1.1362302,1.17951516,1.24624614,7182257.0,47267197.73,2,3.228812,1,-5.3546,0,27.982603,3.126927,2,4.0
2009-09-30,sz.000516,1.1903364,1.2173895,1.18312224,1.1993541,1.17951516,4388526.0,29136183.73,2,1.972879,1,1.682,0,28.453259,3.17952,3,6.0
2009-10-09,sz.000516,1.21378242,1.262478,1.2083718,1.24263906,1.1993541,8352959.0,57256974.26,2,3.755106,1,3.609,0,29.480143,3.29427,6,12.0
2009-10-20,sz.000516,1.36729552,1.36729552,1.36729552,1.36729552,1.24263616,10089085.0,69715577.35,2,3.562434,1,10.0318,0,37.465548,4.186602,36,72.0
2009-10-21,sz.000516,1.42072096,1.5038272,1.385104,1.5038272,1.36729552,53663233.0,399440731.21,2,18.948372,1,9.9855,0,41.206681,4.604657,46,92.0
2009-10-22,sz.000516,1.5137208,1.5137208,1.44842304,1.48404,1.5038272,30860675.0,231539989.65,2,10.896838,1,-1.3158,0,40.664487,4.544069,43,86.0
2009-10-23,sz.000516,1.4741464,1.49195488,1.46029536,1.47216768,1.48404,22351581.0,166290901.62,2,7.892295,1,-0.8,0,40.339171,4.507716,42,84.0
2009-10-26,sz.000516,1.47612512,1.47612512,1.42665712,1.45040176,1.47216768,14578075.0,106338305.81,2,5.147487,1,-1.4785,0,35.939451,4.332848,34,68.0
2009-10-27,sz.000516,1.434572,1.43852944,1.3949976,1.40291248,1.45040176,12534831.0,89678193.79,2,4.426022,1,-3.2742,0,34.762715,4.190981,32,64.0
2009-10-28,sz.000516,1.38708272,1.42072096,1.36729552,1.41874224,1.40291248,10594225.0,74327868.47,2,3.740798,1,1.128349,0,35.154961,4.23827,33,66.0
2009-10-29,sz.000516,1.37916784,1.37916784,1.3257424,1.33365728,1.41874224,16432425.0,111790100.16,2,5.802254,1,-5.9972,0,33.046644,3.984092,29,58.0
2009-10-30,sz.000516,1.3455296,1.3653168,1.33761472,1.33761472,1.33365728,12914064.0,88226012.96,2,4.559928,1,0.2967,0,33.144705,3.995915,30,60.0
2009-11-02,sz.000516,1.3059552,1.3653168,1.2960616,1.36135936,1.33761472,13209938.0,89759912.35,2,4.664401,1,1.7751,0,33.733072,4.066848,32,64.0
2009-11-03,sz.000516,1.36729552,1.4246784,1.36333808,1.4147848,1.36135936,20578445.0,144731481.67,2,7.266205,1,3.9244,0,35.056899,4.226448,36,72.0
2009-11-04,sz.000516,1.41082736,1.42072096,1.385104,1.40291248,1.4147848,15584535.0,110734455.03,2,5.502866,1,-0.8392,0,34.762715,4.190981,36,72.0
2009-11-05,sz.000516,1.41082736,1.44644432,1.40686992,1.4444656,1.40291248,19431505.0,140250615.76,2,6.861223,1,2.9619,0,35.792359,4.315115,41,82.0
2009-11-06,sz.000516,1.4543592,1.46029536,1.4246784,1.43259328,1.4444656,21999563.0,159701419.87,2,7.767998,1,-0.8219,0,35.498175,4.279648,39,78.0
2009-11-09,sz.000516,1.434572,1.44050816,1.40884864,1.42863584,1.43259328,14827309.0,106765082.07,2,5.235491,1,-0.2762,0,35.400114,4.267826,39,78.0
2009-11-10,sz.000516,1.43259328,1.46227408,1.41676352,1.44644432,1.42863584,19097978.0,138750881.74,2,6.743455,1,1.2465,0,35.841389,4.321026,44,88.0
2009-11-11,sz.000516,1.44248688,1.4444656,1.42072096,1.43061456,1.44644432,10925096.0,79071578.64,2,3.857628,1,-1.0944,0,35.449144,4.273737,39,78.0
2009-11-12,sz.000516,1.43655072,1.48404,1.43259328,1.47216768,1.43061456,30872619.0,228757758.78,2,10.901055,1,2.9046,0,36.478787,4.39787,45,90.0
2009-11-13,sz.000516,1.47216768,1.50778464,1.4543592,1.50778464,1.47216768,30816413.0,231249417.31,2,10.881209,1,2.4194,0,37.361339,4.504271,46,92.0
2009-11-16,sz.000516,1.5236144,1.57506112,1.51965696,1.53548672,1.50778464,33390453.0,260416804.05,2,11.790097,1,1.8373,0,38.047768,4.587026,47,94.0
2009-11-17,sz.000516,1.55923136,1.68982688,1.53548672,1.6522312,1.53548672,51377550.0,416908729.37,2,18.141302,1,7.6031,0,40.940575,4.935782,50,100.0
2009-11-18,sz.000516,1.63838016,1.8105288,1.6027632,1.76501824,1.6522312,62322194.0,533043826.33,2,22.005832,1,6.8263,0,43.73532,5.272716,51,102.0
2009-11-19,sz.000516,1.76501824,1.8006352,1.73335872,1.74523104,1.76501824,41552774.0,370442915.41,2,14.672195,1,-1.1211,0,43.245014,5.213605,50,100.0
2009-11-20,sz.000516,1.7511672,1.75908208,1.6918056,1.71950768,1.74523104,29804922.0,259342771.99,2,10.524054,1,-1.4739,0,42.607616,5.13676,49,98.0
2009-11-23,sz.000516,1.7115928,1.780848,1.7016992,1.75314592,1.71950768,21817710.0,192886108.83,2,7.703786,1,1.9563,0,43.441137,5.237249,50,100.0
2009-11-24,sz.000516,1.75512464,1.9094648,1.70367792,1.76699696,1.75314592,46267328.0,425065426.35,2,16.336894,1,0.7901,0,43.784351,5.278627,51,102.0
2009-11-25,sz.000516,1.75314592,1.87780528,1.7016992,1.87186912,1.76699696,38264544.0,344717282.31,2,13.511128,1,5.9351,0,46.382974,5.591916,51,102.0
2009-11-26,sz.000516,1.87384784,1.88176272,1.7115928,1.72940128,1.87186912,34110952.0,309104033.72,2,12.044504,1,-7.611,0,42.852769,5.166316,46,92.0
2009-11-27,sz.000516,1.7016992,1.7016992,1.57901856,1.6027632,1.72940128,22719825.0,188122491.74,2,8.022321,1,-7.3227,0,39.714809,4.788004,40,80.0
2009-11-30,sz.000516,1.60672064,1.6918056,1.60672064,1.68389072,1.6027632,15053377.0,126477077.68,2,5.288556,1,5.0617,0,41.725065,5.03036,44,88.0
2009-12-01,sz.000516,1.68389072,1.7709544,1.6522312,1.75710336,1.68389072,17886068.0,155282061.73,2,6.283738,1,4.3478,0,43.539198,5.249071,48,96.0
2009-12-02,sz.000516,1.75710336,1.8006352,1.72940128,1.74325232,1.75710336,20418411.0,181835303.87,2,7.173401,1,-0.7883,0,43.195984,5.207693,45,90.0
2009-12-03,sz.000516,1.73335872,1.77886928,1.70367792,1.76501824,1.74325232,18037567.0,159092694.67,2,6.336963,1,1.2486,0,43.73532,5.272716,49,98.0
2009-12-04,sz.000516,1.7610608,1.77689056,1.6621248,1.69774176,1.76501824,21174465.0,183728653.56,2,7.439019,1,-3.8117,0,42.068279,5.071738,41,82.0
2009-12-07,sz.000516,1.68982688,1.7214864,1.681912,1.71752896,1.69774176,10447542.0,90106308.17,2,3.670433,1,1.1655,0,42.558585,5.130849,41,82.0
2009-12-08,sz.000516,1.7214864,1.8006352,1.7214864,1.78678416,1.71752896,26759815.0,238957056.39,2,9.401265,1,4.0323,0,44.274657,5.337738,50,100.0
2009-12-09,sz.000516,1.780848,1.87582656,1.74720976,1.83427344,1.78678416,37479808.0,346520120.76,2,13.167416,1,2.6578,0,45.451392,5.479605,50,100.0
2009-12-10,sz.000516,1.83427344,1.89561376,1.79667776,1.82437984,1.83427344,24806649.0,230798134.43,2,8.715078,1,-0.5394,0,45.206239,5.450049,49,98.0
2009-12-11,sz.000516,1.82240112,1.84812448,1.8006352,1.830316,1.82437984,13621747.0,125347969.02,2,4.785596,1,0.3254,0,45.353331,5.467783,49,98.0
2009-12-14,sz.000516,1.83625216,1.84416704,1.74523104,1.78678416,1.830316,14240337.0,127997598.88,2,5.002919,1,-2.3784,0,44.274657,5.337738,47,94.0
