date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,peTTM,pbMRQ
2005-06-02,sz.000516,0.4051414900,0.4051414900,0.3933494300,0.3984031700,0.4042992000,152930,722025.2000,2,0.351932,1,-1.460000,0,20.174923,1.465471
2005-06-03,sz.000516,0.3984031700,0.4000877500,0.3882956900,0.4000877500,0.3984031700,112100,525721.0000,2,0.257971,1,0.420000,0,20.260229,1.471668
2005-06-06,sz.000516,0.3992454600,0.4076683600,0.3941917200,0.4051414900,0.4000877500,117000,557536.0000,2,0.269247,1,1.260000,0,20.516148,1.490257
2005-06-07,sz.000516,0.4068260700,0.4203027100,0.4042992000,0.4093529400,0.4051414900,198600,968822.8000,2,0.457030,1,1.040000,0,20.729413,1.505748
2005-06-09,sz.000516,0.4506251500,0.4506251500,0.4506251500,0.4506251500,0.4093529400,632804,3385501.4000,2,1.456246,1,10.080000,0,22.819416,1.657563
2005-06-10,sz.000516,0.4699978200,0.4767361400,0.4514674400,0.4514674400,0.4506251500,2475295,13631037.3200,2,5.696295,1,0.190000,0,22.862069,1.660661
2005-06-13,sz.000516,0.4480982800,0.4480982800,0.4346216400,0.4405176700,0.4514674400,702503,3662196.2800,2,1.616641,1,-2.430000,0,22.307579,1.620384
2005-06-14,sz.000516,0.4464137000,0.4506251500,0.4320947700,0.4354639300,0.4405176700,421900,2211293.0000,2,0.970901,1,-1.150000,0,22.051660,1.601794
2005-06-15,sz.000516,0.4337793500,0.4337793500,0.4253564500,0.4261987400,0.4354639300,292850,1489256.0000,2,0.673924,1,-2.130000,0,21.582476,1.567713
2005-06-16,sz.000516,0.4253564500,0.4329370600,0.4236718700,0.4329370600,0.4261987400,238610,1218374.2300,2,0.549103,1,1.580000,0,21.923701,1.592499
2005-06-17,sz.000516,0.4320947700,0.4413599600,0.4287256100,0.4329370600,0.4329370600,248958,1279450.3800,2,0.572917,1,0.000000,0,21.923701,1.592499
2005-06-20,sz.000516,0.4337793500,0.4438868300,0.4211450000,0.4438868300,0.4329370600,431296,2218326.6200,2,0.992524,1,2.530000,0,22.478191,1.632777
2005-06-21,sz.000516,0.4422022500,0.4464137000,0.4278833200,0.4346216400,0.4438868300,310414,1598492.1200,2,0.714343,1,-2.090000,0,22.009007,1.598696
2005-06-22,sz.000516,0.4396753800,0.4422022500,0.4270410300,0.4363062200,0.4346216400,223300,1145258.0000,2,0.513871,1,0.390000,0,22.094313,1.604892
2005-06-23,sz.000516,0.4363062200,0.4363062200,0.4278833200,0.4278833200,0.4363062200,256310,1308523.2800,2,0.589836,1,-1.930000,0,21.667782,1.573910
2005-06-24,sz.000516,0.4278833200,0.4312524800,0.4219872900,0.4295679000,0.4278833200,135618,685720.7600,2,0.312092,1,0.390000,0,21.753088,1.580106
2005-06-27,sz.000516,0.4312524800,0.4447291200,0.4312524800,0.4396753800,0.4295679000,453600,2363807.5600,2,1.043851,1,2.350000,0,22.264926,1.617285
2005-06-28,sz.000516,0.4337793500,0.4346216400,0.4287256100,0.4312524800,0.4396753800,158306,809336.6200,2,0.364303,1,-1.920000,0,21.838394,1.586303
2005-06-29,sz.000516,0.4312524800,0.4363062200,0.4278833200,0.4295679000,0.4312524800,94852,485951.0800,2,0.218279,1,-0.390000,0,21.753088,1.580106
2005-06-30,sz.000516,0.4287256100,0.4312524800,0.4152489700,0.4177758400,0.4295679000,218801,1095099.4000,2,0.503518,1,-2.750000,0,21.155945,1.536731
2005-07-01,sz.000516,0.4127221000,0.4127221000,0.3958763000,0.3984031700,0.4177758400,189600,913227.7000,2,0.436319,1,-4.640000,0,20.174923,1.465471
2005-07-04,sz.000516,0.3882956900,0.3958763000,0.3840842400,0.3925071400,0.3984031700,147210,680890.0000,2,0.338768,1,-1.480000,0,19.876351,1.443784
2005-07-05,sz.000516,0.3916648500,0.3958763000,0.3866111100,0.3882956900,0.3925071400,73050,339245.5000,2,0.168107,1,-1.070000,0,19.663086,1.428292
2005-07-06,sz.000516,0.3958763000,0.4253564500,0.3916648500,0.4017723300,0.3882956900,174821,832742.3500,2,0.402308,1,3.470000,0,20.345535,1.477864
2005-07-07,sz.000516,0.3984031700,0.4034569100,0.3958763000,0.4000877500,0.4017723300,74511,354476.8100,2,0.171469,1,-0.420000,0,20.260229,1.471668
2005-07-08,sz.000516,0.4000877500,0.4000877500,0.3857688200,0.3866111100,0.4000877500,121300,560120.0000,2,0.279143,1,-3.370000,0,19.577779,1.422096
2005-07-11,sz.000516,0.3941917200,0.3958763000,0.3840842400,0.3849265300,0.3866111100,85520,397881.2000,2,0.196804,1,-0.440000,0,19.492473,1.415899
2005-07-12,sz.000516,0.3849265300,0.4026146200,0.3815573700,0.3992454600,0.3849265300,111200,519121.0000,2,0.255900,1,3.720000,0,20.217576,1.468569
2005-07-13,sz.000516,0.3984031700,0.3984031700,0.3925071400,0.3967185900,0.3992454600,86340,405623.8000,2,0.198691,1,-0.630000,0,20.089617,1.459275
2005-07-14,sz.000516,0.3916648500,0.3992454600,0.3916648500,0.3933494300,0.3967185900,50511,237600.3700,2,0.116239,1,-0.850000,0,19.919004,1.446882
2005-07-15,sz.000516,0.3967185900,0.4000877500,0.3832419500,0.3899802700,0.3933494300,116950,540057.9000,2,0.269132,1,-0.860000,0,19.748392,1.434489
2005-07-18,sz.000516,0.3840842400,0.3840842400,0.3613424100,0.3630269900,0.3899802700,239099,1046699.4400,2,0.550229,1,-6.910000,0,18.383492,1.335345
2005-07-19,sz.000516,0.3621847000,0.3663961500,0.3537618000,0.3613424100,0.3630269900,91011,387717.8300,2,0.209440,1,-0.460000,0,18.298186,1.329148
2005-07-20,sz.000516,0.3613424100,0.3672384400,0.3588155400,0.3638692800,0.3613424100,119232,513328.6400,2,0.274384,1,0.700000,0,18.426145,1.338443
2005-07-21,sz.000516,0.3663961500,0.3739767600,0.3621847000,0.3714498900,0.3638692800,180419,785211.1200,2,0.415191,1,2.080000,0,18.810023,1.366327
2005-07-22,sz.000516,0.3731344700,0.3815573700,0.3672384400,0.3765036300,0.3714498900,230050,1025722.5700,2,0.529405,1,1.360000,0,19.065942,1.384917
2005-07-25,sz.000516,0.3765036300,0.3765036300,0.3714498900,0.3748190500,0.3765036300,79093,350626.4500,2,0.182013,1,-0.450000,0,18.980636,1.378720
2005-07-26,sz.000516,0.3731344700,0.3849265300,0.3731344700,0.3840842400,0.3748190500,168261,761260.7200,2,0.387212,1,2.470000,0,19.449820,1.412801
2005-07-27,sz.000516,0.3823996600,0.3916648500,0.3790305000,0.3916648500,0.3840842400,180181,826147.4400,2,0.414643,1,1.970000,0,19.833698,1.440685
2005-07-28,sz.000516,0.3941917200,0.3941917200,0.3840842400,0.3857688200,0.3916648500,220701,1017805.5600,2,0.507890,1,-1.510000,0,19.535126,1.418998
2005-07-29,sz.000516,0.3840842400,0.3925071400,0.3840842400,0.3908225600,0.3857688200,187410,864830.0300,2,0.431279,1,1.310000,0,19.791045,1.437587
2005-08-01,sz.000516,0.3815573700,0.3891379800,0.3815573700,0.3857688200,0.3908225600,135732,622083.9000,2,0.312354,1,-1.293102,0,18.685578,1.466309
2005-08-02,sz.000516,0.3908225600,0.3941917200,0.3866111100,0.3925071400,0.3857688200,205567,953511.0400,2,0.473063,1,1.746723,0,19.011964,1.491921
2005-08-03,sz.000516,0.3941917200,0.4026146200,0.3941917200,0.3975608800,0.3925071400,405810,1920192.6600,2,0.933874,1,1.287552,0,19.256753,1.511131
2005-08-04,sz.000516,0.3916648500,0.3967185900,0.3916648500,0.3958763000,0.3975608800,182125,851981.7300,2,0.419117,1,-0.423728,0,19.175156,1.504728
2005-08-05,sz.000516,0.3941917200,0.4085106500,0.3941917200,0.4085106500,0.3958763000,425798,2034635.4900,2,0.979871,1,3.191492,0,19.787130,1.552751
2005-08-08,sz.000516,0.4180707700,0.4180707700,0.4085099000,0.4119865800,0.4085099000,371101,1759012.7100,2,0.853999,1,0.851063,0,19.338349,1.517534
2005-08-09,sz.000516,0.4102482400,0.4180707700,0.4067715600,0.4172016000,0.4119865800,421492,2002296.8800,2,0.969962,1,1.265832,0,19.583139,1.536743
2005-08-10,sz.000516,0.4180707700,0.4258933000,0.4163324300,0.4250241300,0.4172016000,703261,3407366.0400,2,1.618386,1,1.874993,0,19.950322,1.565557
2005-08-11,sz.000516,0.4258933000,0.4285008100,0.4180707700,0.4258933000,0.4250241300,533607,2597810.4300,2,1.227968,1,0.204504,0,19.991121,1.568759
2005-08-12,sz.000516,0.4258933000,0.4467533800,0.4241549600,0.4441458700,0.4258933000,1719860,8648268.0000,2,3.957843,1,4.285715,0,20.847883,1.635991
2005-08-15,sz.000516,0.4432767000,0.4589217600,0.4380616800,0.4476225500,0.4441458700,937392,4815148.3800,2,2.157182,1,0.782778,0,21.011076,1.648797
2005-08-16,sz.000516,0.4484917200,0.4502300600,0.4363233400,0.4493608900,0.4476225500,630970,3212116.8800,2,1.452025,1,0.388349,0,21.092672,1.655200
2005-08-17,sz.000516,0.4484917200,0.4658751200,0.4432767000,0.4658751200,0.4493608900,1083866,5701267.5600,2,2.494256,1,3.675050,0,21.867838,1.716030
2005-08-18,sz.000516,0.4693518000,0.4693518000,0.4406691900,0.4537067400,0.4658751200,1217204,6390668.2000,2,2.801101,1,-2.611947,0,21.296663,1.671208
2005-08-19,sz.000516,0.4432767000,0.4589217600,0.4302391500,0.4554450800,0.4537067400,1318143,6780324.1600,2,3.033388,1,0.383141,0,21.378260,1.677611
2005-08-22,sz.000516,0.4580525900,0.5006419200,0.4519684000,0.4867352000,0.4554450800,3919021,22113005.9600,2,9.018682,1,6.870232,0,22.846995,1.792867
2005-08-23,sz.000516,0.4841276900,0.4849968600,0.4693518000,0.4823893500,0.4867352000,947154,5197977.5600,2,2.179647,1,-0.892852,0,22.643004,1.776859
2005-08-24,sz.000516,0.4884735400,0.4971652400,0.4650059500,0.4823893500,0.4823893500,2560276,14119463.3600,2,5.891858,1,0.000000,0,22.643004,1.776859
2005-08-25,sz.000516,0.4849968600,0.5284553600,0.4763051600,0.5128103000,0.4823893500,3417044,19722303.2300,2,7.863503,1,6.306304,0,24.070941,1.888913
2005-08-26,sz.000516,0.5023802600,0.5110719600,0.4893427100,0.5032494300,0.5128103000,1366382,7882946.2100,2,3.144399,1,-1.864409,0,23.622161,1.853696
2005-08-29,sz.000516,0.4971652400,0.4997727500,0.4797818400,0.4876043700,0.5032494300,741646,4170418.0800,2,1.706719,1,-3.108805,0,22.887793,1.796068
2005-08-30,sz.000516,0.4832585200,0.4867352000,0.4719593100,0.4780435000,0.4876043700,596350,3306594.0000,2,1.372356,1,-1.960787,0,22.439013,1.760851
2005-08-31,sz.000516,0.4832585200,0.4910810500,0.4676134600,0.4780435000,0.4780435000,746503,4117588.4700,2,1.717897,1,0.000000,0,22.439013,1.760851
2005-09-01,sz.000516,0.4789126700,0.4902118800,0.4780435000,0.4902118800,0.4780435000,999603,5565296.7600,2,2.300345,1,2.545452,0,23.010188,1.805673
2005-09-02,sz.000516,0.4936885600,0.4971652400,0.4849968600,0.4867352000,0.4902118800,572613,3214428.5200,2,1.317731,1,-0.709219,0,22.846995,1.792867
2005-09-05,sz.000516,0.4867352000,0.5006419200,0.4858660300,0.4997727500,0.4867352000,769568,4383290.6600,2,1.770975,1,2.678573,0,23.458968,1.840890
2005-09-06,sz.000516,0.5041186000,0.5075952800,0.4763051600,0.4832585200,0.4997727500,701490,3990533.9600,2,1.614310,1,-3.304349,0,22.683802,1.780061
2005-09-07,sz.000516,0.4789126700,0.4954269000,0.4736976500,0.4954269000,0.4832585200,608863,3393262.8100,2,1.401151,1,2.517983,0,23.254977,1.824882
